snapshot_month,snapshot_utc,channel_id,error_type,message
2026-04,2026-04-01T05:33:53.922493+00:00,UCRPAUTLHENOTQS-9K34YwvQ,PLAYLIST_ERROR,playlistItems failed: Erreur API sur playlistItems: HTTP 404
